what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1292630754449
locale,sysinfo,,,"en_CA",1292630754449
processors,sysinfo,,,"8",1292630754449
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1292630754449
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1292630754449
java.specification.name,sysinfo,,,"Java Platform API Specification",1292630754449
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292630754449
java.specification.version,sysinfo,,,"1.6",1292630754449
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1292630754449
java.version,sysinfo,,,"1.6.0_23",1292630754449
java.vm.info,sysinfo,,,"mixed mode",1292630754449
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1292630754449
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1292630754449
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292630754449
java.vm.specification.version,sysinfo,,,"1.0",1292630754449
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1292630754449
java.vm.version,sysinfo,,,"19.0-b09",1292630754449
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1292630755505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292630755731
